Purchase ID,Datum,Leverantör,Produkt,Kategori,Enhet,Antal,Antal kvar,Pris Ex.m,Locked,Verifikat,Date created,Date modified,Date counted
248,2024-08-30,Happy Homes,LADY SUPREME FINISH 40 S0300-N,Farg,Liter,2.7,0,959,0,A254,2024-10-13T05:05:08.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
249,2024-08-30,Happy Homes,Snickerislip Scotte Vit S0500-N,Farg,Liter,3,0,395.84,0,A254,2024-10-13T05:06:03.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
250,2024-08-30,Happy Homes,Snickerislip Scotte S 1010-Y30R,Farg,Liter,1,0.6,242.88,0,A254,2024-10-13T05:10:34.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
251,2024-08-30,Happy Homes,LADY SUPREME FINISH 40 9500-N,Farg,Liter,0.68,0.4,319.2,0,A254,2024-10-13T05:13:35.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
252,2024-08-16,Empiro Aktiebolag,"Mässing  300x0,40",Massing,M,6,3,4389,0,A255,2024-10-13T05:16:24.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
253,2024-10-22,Fargbroderna I Malung Aktiebolag,LADY Classic 40 S4500-N,Farg,Liter,2.7,2.5,396.8,0,A310,2024-10-25T07:19:39.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
254,2024-08-29,CEOS AB,Poppel 52mm,Massivtra,M 3,0.58,0.2,10024.78,0,A278,2024-10-25T08:13:41.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
255,2024-10-03,CEOS AB,Plywood Björk 18mm,Plywood,M 2,6.25,0,3195,0,A344,2024-11-11T07:56:59.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
256,2024-10-03,CEOS AB,Plywood Björk 12mm,Plywood,M 2,3.13,3,1176.3,0,A344,2024-11-11T08:01:02.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
257,2024-11-15,Happy Homes,Snickerislip Scotte Bas C S 3560-R,Farg,Liter,0.9,0,230.08,0,A455,2024-11-30T08:15:37.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
258,2024-11-25,Happy Homes,LADY SUPREME FINISH 40 C 5436-R87B,Farg,Liter,0.68,0,319.2,0,A456,2024-11-30T08:17:36.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
259,2024-10-28,Star Trading I Svenljunga Aktiebolag,"Reservlampa 7-pack ",El,Pkt,200,50,3060,0,A457,2024-11-30T08:19:11.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
260,2024-10-28,Star Trading I Svenljunga Aktiebolag,Reservlampa 2-pack,El,Pkt,20,17,360,0,A457,2024-11-30T08:20:19.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
261,2024-12-05,BOLIST Handelsgruppen Malung," TRÄSKRUV TKT EFZ 3X12MM",Skruv,Pkt,1,0.5,71.28,0,A486,2024-12-13T07:34:18.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
262,2024-11-10,BOLIST Handelsgruppen Malung,TRÄLIM D2 INNE,Lim,Dunk,1,0.9,394.44,0,A495,2024-12-13T07:47:20.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
263,2024-11-10,BOLIST Handelsgruppen Malung,"TRÄSKRUV TFT EFZ 4,5X40MM",Skruv,Pkt 200,1,1,92.88,0,A495,2024-12-13T07:48:15.000Z,2024-12-13T07:48:15.000Z,
264,2024-11-14,CEOS AB,Limfog Björk 20mm,Limfog,M 2,29.77,15,21150,0,A508,2024-12-14T09:06:31.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
265,2024-11-15,Fargbroderna I Malung Aktiebolag,Träskruv TFT 2.5x12mm,Skruv,Pkt 200,5,4,111.6,0,A509,2024-12-14T09:08:30.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
266,2024-11-15,Fargbroderna I Malung Aktiebolag,Träskruv TKT EZF 2.5x16mm FZB,Skruv,Pkt 200,20,13,475.2,0,A509,2024-12-14T09:10:06.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
267,2024-11-04,Frinab Fristad Industri AB,Sladdställ SKX Vit L1500/500 16+6,El,St,150,80,4263,0,A528,2024-12-19T12:03:32.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
268,2024-12-18,BOLIST Handelsgruppen Malung,Träskruv TKT EZF 3x16mm,Skruv,Pkt,1,1,79.2,0,A530,2024-12-19T13:17:34.000Z,2024-12-19T13:17:34.000Z,
269,2024-12-19,BOLIST Handelsgruppen Malung,TRÄSKRUV TFT EFZ 3X16,Skruv,Pkt 250,1,1,71.28,0,A532,2024-12-19T21:37:50.000Z,2024-12-19T21:37:50.000Z,
270,2024-12-23,Happy Homes,Snickerislip Scotte Vit S4500-N,Farg,Liter,1,0.9,168.32,0,A544,2024-12-23T07:45:28.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
271,2024-12-06,Happy Homes,Snickerislip Scotte Vit S0500-N,Farg,Liter,3,3,395.84,0,A544,2024-12-23T07:46:33.000Z,2024-12-23T07:46:33.000Z,
272,2024-12-06,Happy Homes,Snickerislip Scotte Bas C S 3560-R,Farg,Liter,0.9,0.9,230.08,0,A544,2024-12-23T08:02:36.000Z,2024-12-23T08:02:36.000Z,
273,2024-12-06,Happy Homes,LADY SUPREME FINISH 40 0255 SIGNALBLÅ,Farg,Liter,2.7,2.7,764.8,0,A544,2024-12-23T08:03:47.000Z,2024-12-23T08:03:47.000Z,
274,2024-12-06,Happy Homes,LADY SUPREME FINISH 40 S0300-N,Farg,Liter,2.7,2.7,764.8,0,A544,2024-12-23T08:04:55.000Z,2024-12-23T08:04:55.000Z,
275,2024-12-06,Happy Homes,LADY Classic 40 S3560-R,Farg,Liter,2.7,2.7,764.8,0,A544,2024-12-23T08:06:28.000Z,2024-12-23T08:06:28.000Z,
276,2024-09-25,Lantmannen Ek For,Värp Helfoder p 20kg,Foder,Sack,30,0,5883,0,A314,2024-12-23T20:48:16.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
277,2024-10-04,Happy Homes,Snickerislip Scotte Bas C 426 MÖRKGRÖN,Farg,Liter,0.9,0.8,230.08,0,A342,2024-12-26T07:25:29.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
278,2024-10-04,Happy Homes,LADY SUPREME FINISH 40 426 MÖRKGRÖN,Farg,Liter,0.68,0.6,319.2,0,A342,2024-12-26T07:26:16.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
279,2024-10-04,Happy Homes,LADY SUPREME FINISH 40 S6500-N,Farg,Liter,0.68,0.6,319.2,0,A342,2024-12-26T07:26:55.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
280,2024-10-25,Happy Homes,LADY SUPREME FINISH 40 1066,Farg,Liter,2.7,2.7,956,0,A345,2024-12-26T07:29:15.000Z,2024-12-26T07:29:15.000Z,
281,2024-10-25,Happy Homes,Snickerislip Scotte 1066 SEN EMPIRE,Farg,Liter,1,0,168.32,0,A345,2024-12-26T07:30:17.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
282,2024-10-25,Happy Homes,LADY SUPREME FINISH 40 S0300-N,Farg,Liter,2.7,1.8,956,0,A345,2024-12-26T07:31:08.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
283,2024-10-25,Happy Homes,Snickerislip Scotte Vit S0500-N,Farg,Liter,3,1.5,395.84,0,A345,2024-12-26T07:31:51.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
284,2024-10-18,Happy Homes,Snickerislip Scotte Bas C S0502-Y,Farg,Liter,1,0.9,168.32,0,A346,2024-12-26T07:34:21.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
285,2024-10-20,BOLIST Handelsgruppen Malung,TRÄSKRUV TFT EFZ 3X16,Skruv,Pkt 250,2,1,185.76,0,A407,2024-12-26T07:36:39.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
286,2024-10-20,BOLIST Handelsgruppen Malung,"TRÄSKRUV TFT EFZ 4,5X40MM",Skruv,Pkt 200,2,1,185.76,0,A407,2024-12-26T07:37:34.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
287,2024-11-20,Stalama Aktiebolag,Wilhelmsson CE stickers,Stickers,St,200,178,506,0,A560,2024-12-26T07:44:32.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
288,2024-11-20,Stalama Aktiebolag,Wilhelmsson Serienummer stickers,Stickers,St,200,138,506,0,A560,2024-12-26T07:45:19.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
289,2024-11-28,A Plast Aktiebolag,Ljuspipa,Ljuspipor,St,2193,1765,11933.1,0,A575,2024-12-29T14:37:35.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
290,2024-11-28,A Plast Aktiebolag,Ljuspipa Passbit 1,Ljuspipor,St,2193,1765,7258.1,0,A575,2024-12-29T14:38:22.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
291,2024-11-28,A Plast Aktiebolag,Ljuspipa Passbit 2,Ljuspipor,St,2193,1765,7258.1,0,A575,2024-12-29T14:39:00.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
292,2024-11-25,Lasses EL AB,VP-Rör 16mm,VP Ror,M,30,7.3,244,0,A609,2025-01-14T19:04:35.000Z,2025-03-27T10:01:57.000Z,2025-03-27T10:01:57.000Z
